time;speed;;;;;;;
2413;6;;;;;;;
2414;7;;;;;;;
2415;8;;;;;;;
2416;9;;;;;;;
2417;10;;;;;;;
2418;11;;;;;;;
2419;12;;;;;;;
2420;13;;;;;;;
2421;0;;;;;;;
2422;1;;;;;;;
2423;2;;;;;;;
2424;3;;;;;;;
2425;4;;;;;;;
2426;5;;;;;;;
2427;6;;;;;;;
2428;7;;;;;;;
2429;8;;;;;;;
2430;9;;;;;;;
2431;10;;;;;;;
2432;11;;;;;;;
2433;12;;;;;;;
2434;13;;;;;;;
2435;0;;;;;;;
2436;1;;;;;;;
2437;2;;;;;;;
2438;3;;;;;;;
2439;4;;;;;;;
2440;5;;;;;;;
2441;6;;;;;;;
2442;7;;;;;;;
2443;8;;;;;;;
2444;9;;;;;;;
2445;10;;;;;;;
2446;11;;;;;;;
2447;12;;;;;;;
2448;13;;;;;;;
2449;0;;;;;;;
2450;1;;;;;;;
2451;2;;;;;;;
2452;3;;;;;;;
2453;4;;;;;;;
2454;5;;;;;;;
2455;6;;;;;;;
2456;7;;;;;;;
2457;8;;;;;;;
2458;9;;;;;;;
2459;10;;;;;;;
2460;11;;;;;;;
2461;12;;;;;;;
2462;13;;;;;;;
2463;0;;;;;;;
2464;1;;;;;;;
2465;2;;;;;;;
2466;3;;;;;;;
2467;4;;;;;;;
2468;5;;;;;;;
2469;6;;;;;;;
2470;7;;;;;;;
2471;8;;;;;;;
2472;9;;;;;;;
2473;10;;;;;;;
2474;11;;;;;;;
2475;12;;;;;;;
2476;13;;;;;;;
2477;0;;;;;;;
2478;1;;;;;;;
2479;2;;;;;;;
2480;3;;;;;;;
2481;4;;;;;;;
2482;5;;;;;;;
2483;6;;;;;;;
2484;7;;;;;;;
2485;8;;;;;;;
2486;9;;;;;;;
2487;10;;;;;;;
2488;11;;;;;;;
2489;12;;;;;;;
2490;13;;;;;;;
2491;0;;;;;;;
2492;1;;;;;;;
2493;2;;;;;;;
2494;3;;;;;;;
2495;4;;;;;;;
2496;5;;;;;;;
2497;6;;;;;;;
2498;7;;;;;;;
2499;8;;;;;;;
2500;9;;;;;;;
2501;10;;;;;;;
2502;11;;;;;;;
2503;12;;;;;;;
2504;13;;;;;;;
2505;0;;;;;;;
2506;1;;;;;;;
2507;2;;;;;;;
2508;3;;;;;;;
2509;4;;;;;;;
2510;5;;;;;;;
2511;6;;;;;;;
2512;7;;;;;;;
2513;8;;;;;;;
2514;9;;;;;;;
2515;10;;;;;;;
2516;11;;;;;;;
2517;12;;;;;;;
2518;13;;;;;;;
2519;0;;;;;;;
2520;1;;;;;;;
2521;2;;;;;;;
2522;3;;;;;;;
2523;4;;;;;;;
2524;5;;;;;;;
2525;6;;;;;;;
2526;7;;;;;;;
2527;8;;;;;;;
2528;9;;;;;;;
2529;10;;;;;;;
2530;11;;;;;;;
2531;12;;;;;;;
2532;13;;;;;;;
2533;0;;;;;;;
2534;1;;;;;;;
2535;2;;;;;;;
2536;3;;;;;;;
2537;4;;;;;;;
2538;5;;;;;;;
2539;6;;;;;;;
2540;7;;;;;;;
2541;8;;;;;;;
2542;9;;;;;;;
2543;10;;;;;;;
2544;11;;;;;;;
2545;12;;;;;;;
2546;13;;;;;;;
2547;0;;;;;;;
2548;1;;;;;;;
2549;2;;;;;;;
2550;3;;;;;;;
2551;4;;;;;;;
2552;5;;;;;;;
2553;6;;;;;;;
2554;7;;;;;;;
2555;8;;;;;;;
2556;9;;;;;;;
2557;10;;;;;;;
2558;11;;;;;;;
2559;12;;;;;;;
2560;13;;;;;;;
2561;0;;;;;;;
2562;1;;;;;;;
2563;2;;;;;;;
2564;3;;;;;;;
2565;4;;;;;;;
2566;5;;;;;;;
2567;6;;;;;;;
2568;7;;;;;;;
2569;8;;;;;;;
2570;9;;;;;;;
2571;10;;;;;;;
2572;11;;;;;;;
2573;12;;;;;;;
2574;13;;;;;;;
2575;0;;;;;;;
2576;1;;;;;;;
2577;2;;;;;;;
2578;3;;;;;;;
2579;4;;;;;;;
2580;5;;;;;;;
2581;6;;;;;;;
2582;7;;;;;;;
2583;8;;;;;;;
2584;9;;;;;;;
2585;10;;;;;;;
2586;11;;;;;;;
2587;12;;;;;;;
2588;13;;;;;;;
2589;0;;;;;;;
2590;1;;;;;;;
2591;2;;;;;;;
2592;3;;;;;;;
2593;4;;;;;;;
2594;5;;;;;;;
2595;6;;;;;;;
2596;7;;;;;;;
2597;8;;;;;;;
2598;9;;;;;;;
2599;10;;;;;;;
2600;11;;;;;;;
2601;12;;;;;;;
2602;13;;;;;;;
2603;0;;;;;;;
2604;1;;;;;;;
2605;2;;;;;;;
2606;3;;;;;;;
2607;4;;;;;;;
2608;5;;;;;;;
2609;6;;;;;;;
2610;7;;;;;;;
2611;8;;;;;;;
2612;9;;;;;;;
2613;10;;;;;;;
2614;11;;;;;;;
2615;12;;;;;;;
2616;13;;;;;;;
2617;0;;;;;;;
2618;1;;;;;;;
2619;2;;;;;;;
2620;3;;;;;;;
2621;4;;;;;;;
2622;5;;;;;;;
2623;6;;;;;;;
2624;7;;;;;;;
2625;8;;;;;;;
2626;9;;;;;;;
2627;10;;;;;;;
2628;11;;;;;;;
2629;12;;;;;;;
2630;13;;;;;;;
2631;0;;;;;;;
2632;1;;;;;;;
2633;2;;;;;;;
2634;3;;;;;;;
2635;4;;;;;;;
2636;5;;;;;;;
2637;6;;;;;;;
2638;7;;;;;;;
2639;8;;;;;;;
2640;9;;;;;;;
2641;10;;;;;;;
2642;11;;;;;;;
2643;12;;;;;;;
2644;13;;;;;;;
2645;0;;;;;;;
2646;1;;;;;;;
2647;2;;;;;;;
2648;3;;;;;;;
2649;4;;;;;;;
2650;5;;;;;;;
2651;6;;;;;;;
2652;7;;;;;;;
2653;8;;;;;;;
2654;9;;;;;;;
2655;10;;;;;;;
2656;11;;;;;;;
2657;12;;;;;;;
2658;13;;;;;;;
2659;0;;;;;;;
2660;1;;;;;;;
2661;2;;;;;;;
2662;3;;;;;;;
2663;4;;;;;;;
2664;5;;;;;;;
2665;6;;;;;;;
2666;7;;;;;;;
2667;8;;;;;;;
2668;9;;;;;;;
2669;10;;;;;;;
2670;11;;;;;;;
2671;12;;;;;;;
2672;13;;;;;;;
2673;0;;;;;;;
2674;1;;;;;;;
2675;2;;;;;;;
2676;3;;;;;;;
2677;4;;;;;;;
2678;5;;;;;;;
2679;6;;;;;;;
2680;7;;;;;;;
2681;8;;;;;;;
2682;9;;;;;;;
2683;10;;;;;;;
2684;11;;;;;;;
2685;12;;;;;;;
2686;13;;;;;;;
2687;0;;;;;;;
2688;1;;;;;;;
2689;2;;;;;;;
2690;3;;;;;;;
2691;4;;;;;;;
2692;5;;;;;;;
2693;6;;;;;;;
2694;7;;;;;;;
2695;8;;;;;;;
2696;9;;;;;;;
2697;10;;;;;;;
2698;11;;;;;;;
2699;12;;;;;;;
2700;13;;;;;;;
2701;0;;;;;;;
2702;1;;;;;;;
2703;2;;;;;;;
2704;3;;;;;;;
2705;4;;;;;;;
2706;5;;;;;;;
2707;6;;;;;;;
2708;7;;;;;;;
2709;8;;;;;;;
2710;9;;;;;;;
2711;10;;;;;;;
2712;11;;;;;;;
2713;12;;;;;;;
2714;13;;;;;;;
2715;0;;;;;;;
2716;1;;;;;;;
2717;2;;;;;;;
2718;3;;;;;;;
2719;4;;;;;;;
2720;5;;;;;;;
2721;6;;;;;;;
2722;7;;;;;;;
2723;8;;;;;;;
2724;9;;;;;;;
2725;10;;;;;;;
2726;11;;;;;;;
2727;12;;;;;;;
2728;13;;;;;;;
2729;0;;;;;;;
2730;1;;;;;;;
2731;2;;;;;;;
2732;3;;;;;;;
2733;4;;;;;;;
2734;5;;;;;;;
2735;6;;;;;;;
2736;7;;;;;;;
2737;8;;;;;;;
2738;9;;;;;;;
2739;10;;;;;;;
2740;11;;;;;;;
2741;12;;;;;;;
2742;13;;;;;;;
2743;0;;;;;;;
2744;1;;;;;;;
2745;2;;;;;;;
2746;3;;;;;;;
2747;4;;;;;;;
2748;5;;;;;;;
2749;6;;;;;;;
2750;7;;;;;;;
2751;8;;;;;;;
2752;9;;;;;;;
2753;10;;;;;;;
2754;11;;;;;;;
2755;12;;;;;;;
2756;13;;;;;;;
2757;0;;;;;;;
2758;1;;;;;;;
2759;2;;;;;;;
2760;3;;;;;;;
2761;4;;;;;;;
2762;5;;;;;;;
2763;6;;;;;;;
2764;7;;;;;;;
2765;8;;;;;;;
2766;9;;;;;;;
2767;10;;;;;;;
2768;11;;;;;;;
2769;12;;;;;;;
2770;13;;;;;;;
2771;0;;;;;;;
2772;1;;;;;;;
2773;2;;;;;;;
2774;3;;;;;;;
2775;4;;;;;;;
2776;5;;;;;;;
2777;6;;;;;;;
2778;7;;;;;;;
2779;8;;;;;;;
2780;9;;;;;;;
2781;10;;;;;;;
2782;11;;;;;;;
2783;12;;;;;;;
2784;13;;;;;;;
2785;0;;;;;;;
2786;1;;;;;;;
2787;2;;;;;;;
2788;3;;;;;;;
2789;4;;;;;;;
2790;5;;;;;;;
2791;6;;;;;;;
2792;7;;;;;;;
2793;8;;;;;;;
2794;9;;;;;;;
2795;10;;;;;;;
2796;11;;;;;;;
2797;12;;;;;;;
2798;13;;;;;;;
2799;0;;;;;;;
2800;1;;;;;;;
2801;2;;;;;;;
2802;3;;;;;;;
2803;4;;;;;;;
2804;5;;;;;;;
2805;6;;;;;;;
2806;7;;;;;;;
2807;8;;;;;;;
2808;9;;;;;;;
2809;10;;;;;;;
2810;11;;;;;;;
2811;12;;;;;;;
2812;13;;;;;;;
2813;0;;;;;;;
2814;1;;;;;;;
2815;2;;;;;;;
2816;3;;;;;;;
2817;4;;;;;;;
2818;5;;;;;;;
2819;6;;;;;;;
2820;7;;;;;;;
2821;8;;;;;;;
2822;9;;;;;;;
2823;10;;;;;;;
2824;11;;;;;;;
2825;12;;;;;;;
2826;13;;;;;;;
2827;0;;;;;;;
2828;1;;;;;;;
2829;2;;;;;;;
2830;3;;;;;;;
2831;4;;;;;;;
2832;5;;;;;;;
2833;6;;;;;;;
2834;7;;;;;;;
2835;8;;;;;;;
2836;9;;;;;;;
2837;10;;;;;;;
2838;11;;;;;;;
2839;12;;;;;;;
2840;13;;;;;;;
2841;0;;;;;;;
2842;1;;;;;;;
2843;2;;;;;;;
2844;3;;;;;;;
2845;4;;;;;;;
2846;5;;;;;;;
2847;6;;;;;;;
2848;7;;;;;;;
2849;8;;;;;;;
2850;9;;;;;;;
2851;10;;;;;;;
2852;11;;;;;;;
2853;12;;;;;;;
2854;13;;;;;;;
2855;0;;;;;;;
2856;1;;;;;;;
2857;2;;;;;;;
2858;3;;;;;;;
2859;4;;;;;;;
2860;5;;;;;;;
2861;6;;;;;;;
2862;7;;;;;;;
2863;8;;;;;;;
2864;9;;;;;;;
2865;10;;;;;;;
2866;11;;;;;;;
2867;12;;;;;;;
2868;13;;;;;;;
2869;0;;;;;;;
2870;1;;;;;;;
2871;2;;;;;;;
2872;3;;;;;;;
2873;4;;;;;;;
2874;5;;;;;;;
2875;6;;;;;;;
2876;7;;;;;;;
2877;8;;;;;;;
2878;9;;;;;;;
2879;10;;;;;;;
2880;11;;;;;;;
2881;12;;;;;;;
2882;13;;;;;;;
2883;0;;;;;;;
2884;1;;;;;;;
2885;2;;;;;;;
2886;3;;;;;;;
2887;4;;;;;;;
2888;5;;;;;;;
2889;6;;;;;;;
2890;7;;;;;;;
2891;8;;;;;;;
2892;9;;;;;;;
2893;10;;;;;;;
2894;11;;;;;;;
2895;12;;;;;;;
2896;13;;;;;;;
2897;0;;;;;;;
2898;1;;;;;;;
2899;2;;;;;;;
2900;3;;;;;;;
2901;4;;;;;;;
2902;5;;;;;;;
2903;6;;;;;;;
2904;7;;;;;;;
2905;8;;;;;;;
2906;9;;;;;;;
2907;10;;;;;;;
2908;11;;;;;;;
2909;12;;;;;;;
2910;13;;;;;;;
2911;0;;;;;;;
2912;1;;;;;;;
2913;2;;;;;;;
2914;3;;;;;;;
2915;4;;;;;;;
2916;5;;;;;;;
2917;6;;;;;;;
2918;7;;;;;;;
2919;8;;;;;;;
2920;9;;;;;;;
2921;10;;;;;;;
2922;11;;;;;;;
2923;12;;;;;;;
2924;13;;;;;;;
2925;0;;;;;;;
2926;1;;;;;;;
2927;2;;;;;;;
2928;3;;;;;;;
2929;4;;;;;;;
2930;5;;;;;;;
2931;6;;;;;;;
2932;7;;;;;;;
2933;8;;;;;;;
2934;9;;;;;;;
2935;10;;;;;;;
2936;11;;;;;;;
2937;12;;;;;;;
2938;13;;;;;;;
2939;0;;;;;;;
2940;1;;;;;;;
2941;2;;;;;;;
2942;3;;;;;;;
2943;4;;;;;;;
2944;5;;;;;;;
2945;6;;;;;;;
2946;7;;;;;;;
2947;8;;;;;;;
2948;9;;;;;;;
2949;10;;;;;;;
2950;11;;;;;;;
2951;12;;;;;;;
2952;13;;;;;;;
2953;0;;;;;;;
2954;1;;;;;;;
2955;2;;;;;;;
2956;3;;;;;;;
2957;4;;;;;;;
2958;5;;;;;;;
2959;6;;;;;;;
2960;7;;;;;;;
2961;8;;;;;;;
2962;9;;;;;;;
2963;10;;;;;;;
2964;11;;;;;;;
2965;12;;;;;;;
2966;13;;;;;;;
2967;0;;;;;;;
2968;1;;;;;;;
2969;2;;;;;;;
2970;3;;;;;;;
2971;4;;;;;;;
2972;5;;;;;;;
2973;6;;;;;;;
2974;7;;;;;;;
2975;8;;;;;;;
2976;9;;;;;;;
2977;10;;;;;;;
2978;11;;;;;;;
2979;12;;;;;;;
2980;13;;;;;;;
2981;0;;;;;;;
2982;1;;;;;;;
2983;2;;;;;;;
2984;3;;;;;;;
2985;4;;;;;;;
2986;5;;;;;;;
2987;6;;;;;;;
2988;7;;;;;;;
2989;8;;;;;;;
2990;9;;;;;;;
2991;10;;;;;;;
2992;11;;;;;;;
2993;12;;;;;;;
2994;13;;;;;;;
2995;0;;;;;;;
2996;1;;;;;;;
2997;2;;;;;;;
2998;3;;;;;;;
2999;4;;;;;;;
3000;5;;;;;;;
3001;6;;;;;;;
3002;7;;;;;;;
3003;8;;;;;;;
3004;9;;;;;;;
3005;10;;;;;;;
3006;11;;;;;;;
3007;12;;;;;;;
3008;13;;;;;;;
3009;0;;;;;;;
3010;1;;;;;;;
3011;2;;;;;;;
3012;3;;;;;;;
3013;4;;;;;;;
3014;5;;;;;;;
3015;6;;;;;;;
3016;7;;;;;;;
3017;8;;;;;;;
3018;9;;;;;;;
3019;10;;;;;;;
3020;11;;;;;;;
3021;12;;;;;;;
3022;13;;;;;;;
3023;0;;;;;;;
3024;1;;;;;;;
3025;2;;;;;;;
3026;3;;;;;;;
3027;4;;;;;;;
3028;5;;;;;;;
3029;6;;;;;;;
3030;7;;;;;;;
3031;8;;;;;;;
3032;9;;;;;;;
3033;10;;;;;;;
3034;11;;;;;;;
3035;12;;;;;;;
3036;13;;;;;;;
3037;0;;;;;;;
3038;1;;;;;;;
3039;2;;;;;;;
3040;3;;;;;;;
3041;4;;;;;;;
3042;5;;;;;;;
3043;6;;;;;;;
3044;7;;;;;;;
3045;8;;;;;;;
3046;9;;;;;;;
3047;10;;;;;;;
3048;11;;;;;;;
3049;12;;;;;;;
3050;13;;;;;;;
3051;0;;;;;;;
3052;1;;;;;;;
3053;2;;;;;;;
3054;3;;;;;;;
3055;4;;;;;;;
3056;5;;;;;;;
3057;6;;;;;;;
3058;7;;;;;;;
3059;8;;;;;;;
3060;9;;;;;;;
3061;10;;;;;;;
3062;11;;;;;;;
3063;12;;;;;;;
3064;13;;;;;;;
3065;0;;;;;;;
3066;1;;;;;;;
3067;2;;;;;;;
3068;3;;;;;;;
3069;4;;;;;;;
3070;5;;;;;;;
3071;6;;;;;;;
3072;7;;;;;;;
3073;8;;;;;;;
3074;9;;;;;;;
3075;10;;;;;;;
3076;11;;;;;;;
3077;12;;;;;;;
3078;13;;;;;;;
3079;0;;;;;;;
3080;1;;;;;;;
3081;2;;;;;;;
3082;3;;;;;;;
3083;4;;;;;;;
3084;5;;;;;;;
3085;6;;;;;;;
3086;7;;;;;;;
3087;8;;;;;;;
3088;9;;;;;;;
3089;10;;;;;;;
3090;11;;;;;;;
3091;12;;;;;;;
3092;13;;;;;;;
3093;0;;;;;;;
3094;1;;;;;;;
3095;2;;;;;;;
3096;3;;;;;;;
3097;4;;;;;;;
3098;5;;;;;;;
3099;6;;;;;;;
3100;7;;;;;;;
3101;8;;;;;;;
3102;9;;;;;;;
3103;10;;;;;;;
3104;11;;;;;;;
3105;12;;;;;;;
3106;13;;;;;;;
3107;0;;;;;;;
3108;1;;;;;;;
3109;2;;;;;;;
3110;3;;;;;;;
3111;4;;;;;;;
3112;5;;;;;;;
3113;6;;;;;;;
3114;7;;;;;;;
3115;8;;;;;;;
3116;9;;;;;;;
3117;10;;;;;;;
3118;11;;;;;;;
3119;12;;;;;;;
3120;13;;;;;;;
3121;0;;;;;;;
3122;1;;;;;;;
3123;2;;;;;;;
3124;3;;;;;;;
3125;4;;;;;;;
3126;5;;;;;;;
3127;6;;;;;;;
3128;7;;;;;;;
3129;8;;;;;;;
3130;9;;;;;;;
3131;10;;;;;;;
3132;11;;;;;;;
3133;12;;;;;;;
3134;13;;;;;;;
3135;0;;;;;;;
3136;1;;;;;;;
3137;2;;;;;;;
3138;3;;;;;;;
3139;4;;;;;;;
3140;5;;;;;;;
3141;6;;;;;;;
3142;7;;;;;;;
3143;8;;;;;;;
3144;9;;;;;;;
3145;10;;;;;;;
3146;11;;;;;;;
3147;12;;;;;;;
3148;13;;;;;;;
3149;0;;;;;;;
3150;1;;;;;;;
3151;2;;;;;;;
3152;3;;;;;;;
3153;4;;;;;;;
3154;5;;;;;;;
3155;6;;;;;;;
3156;7;;;;;;;
3157;8;;;;;;;
3158;9;;;;;;;
3159;10;;;;;;;
3160;11;;;;;;;
3161;12;;;;;;;
3162;13;;;;;;;
3163;0;;;;;;;
3164;1;;;;;;;
3165;2;;;;;;;
3166;3;;;;;;;
3167;4;;;;;;;
3168;5;;;;;;;
3169;6;;;;;;;
3170;7;;;;;;;
3171;8;;;;;;;
3172;9;;;;;;;
3173;10;;;;;;;
3174;11;;;;;;;
3175;12;;;;;;;
3176;13;;;;;;;
3177;0;;;;;;;
3178;1;;;;;;;
3179;2;;;;;;;
3180;3;;;;;;;
3181;4;;;;;;;
3182;5;;;;;;;
3183;6;;;;;;;
3184;7;;;;;;;
3185;8;;;;;;;
3186;9;;;;;;;
3187;10;;;;;;;
3188;11;;;;;;;
3189;12;;;;;;;
3190;13;;;;;;;
3191;0;;;;;;;
3192;1;;;;;;;
3193;2;;;;;;;
3194;3;;;;;;;
3195;4;;;;;;;
3196;5;;;;;;;
3197;6;;;;;;;
3198;7;;;;;;;
3199;8;;;;;;;
3200;9;;;;;;;
3201;10;;;;;;;
3202;11;;;;;;;
3203;12;;;;;;;
3204;13;;;;;;;
3205;0;;;;;;;
3206;1;;;;;;;
3207;2;;;;;;;
3208;3;;;;;;;
3209;4;;;;;;;
3210;5;;;;;;;
3211;6;;;;;;;
3212;7;;;;;;;
3213;8;;;;;;;
3214;9;;;;;;;
3215;10;;;;;;;
3216;11;;;;;;;
3217;12;;;;;;;
3218;13;;;;;;;
3219;0;;;;;;;
3220;1;;;;;;;
3221;2;;;;;;;
3222;3;;;;;;;
3223;4;;;;;;;
3224;5;;;;;;;
3225;6;;;;;;;
3226;7;;;;;;;
3227;8;;;;;;;
3228;9;;;;;;;
3229;10;;;;;;;
3230;11;;;;;;;
3231;12;;;;;;;
3232;13;;;;;;;
3233;0;;;;;;;
3234;1;;;;;;;
3235;2;;;;;;;
3236;3;;;;;;;
3237;4;;;;;;;
3238;5;;;;;;;
3239;6;;;;;;;
3240;7;;;;;;;
3241;8;;;;;;;
3242;9;;;;;;;
3243;10;;;;;;;
3244;11;;;;;;;
3245;12;;;;;;;
3246;13;;;;;;;
3247;0;;;;;;;
3248;1;;;;;;;
3249;2;;;;;;;
3250;3;;;;;;;
3251;4;;;;;;;
3252;5;;;;;;;
3253;6;;;;;;;
3254;7;;;;;;;
3255;8;;;;;;;
3256;9;;;;;;;
3257;10;;;;;;;
3258;11;;;;;;;
3259;12;;;;;;;
3260;13;;;;;;;
3261;0;;;;;;;
3262;1;;;;;;;
3263;2;;;;;;;
3264;3;;;;;;;
3265;4;;;;;;;
3266;5;;;;;;;
3267;6;;;;;;;
3268;7;;;;;;;
3269;8;;;;;;;
3270;9;;;;;;;
3271;10;;;;;;;
3272;11;;;;;;;
3273;12;;;;;;;
3274;13;;;;;;;
3275;0;;;;;;;
3276;1;;;;;;;
3277;2;;;;;;;
3278;3;;;;;;;
3279;4;;;;;;;
3280;5;;;;;;;
3281;6;;;;;;;
3282;7;;;;;;;
3283;8;;;;;;;
3284;9;;;;;;;
3285;10;;;;;;;
3286;11;;;;;;;
3287;12;;;;;;;
3288;13;;;;;;;
3289;0;;;;;;;
3290;1;;;;;;;
3291;2;;;;;;;
3292;3;;;;;;;
3293;4;;;;;;;
3294;5;;;;;;;
3295;6;;;;;;;
3296;7;;;;;;;
3297;8;;;;;;;
3298;9;;;;;;;
3299;10;;;;;;;
3300;11;;;;;;;
3301;12;;;;;;;
3302;13;;;;;;;
3303;0;;;;;;;
3304;1;;;;;;;
3305;2;;;;;;;
3306;3;;;;;;;
3307;4;;;;;;;
3308;5;;;;;;;
3309;6;;;;;;;
3310;7;;;;;;;
3311;8;;;;;;;
3312;9;;;;;;;
3313;10;;;;;;;
3314;11;;;;;;;
3315;12;;;;;;;
3316;13;;;;;;;
3317;0;;;;;;;
3318;1;;;;;;;
3319;2;;;;;;;
3320;3;;;;;;;
3321;4;;;;;;;
3322;5;;;;;;;
3323;6;;;;;;;
3324;7;;;;;;;
3325;8;;;;;;;
3326;9;;;;;;;
3327;10;;;;;;;
3328;11;;;;;;;
3329;12;;;;;;;
3330;13;;;;;;;
3331;0;;;;;;;
3332;1;;;;;;;
3333;2;;;;;;;
3334;3;;;;;;;
3335;4;;;;;;;
3336;5;;;;;;;
3337;6;;;;;;;
3338;7;;;;;;;
3339;8;;;;;;;
3340;9;;;;;;;
3341;10;;;;;;;
3342;11;;;;;;;
3343;12;;;;;;;
3344;13;;;;;;;
3345;0;;;;;;;
3346;1;;;;;;;
3347;2;;;;;;;
3348;3;;;;;;;
3349;4;;;;;;;
3350;5;;;;;;;
3351;6;;;;;;;
3352;7;;;;;;;
3353;8;;;;;;;
3354;9;;;;;;;
3355;10;;;;;;;
3356;11;;;;;;;
3357;12;;;;;;;
3358;13;;;;;;;
3359;0;;;;;;;
3360;1;;;;;;;
3361;2;;;;;;;
3362;3;;;;;;;
3363;4;;;;;;;
3364;5;;;;;;;
3365;6;;;;;;;
3366;7;;;;;;;
3367;8;;;;;;;
3368;9;;;;;;;
3369;10;;;;;;;
3370;11;;;;;;;
3371;12;;;;;;;
3372;13;;;;;;;
3373;0;;;;;;;
3374;1;;;;;;;
3375;2;;;;;;;
3376;3;;;;;;;
3377;4;;;;;;;
3378;5;;;;;;;
3379;6;;;;;;;
3380;7;;;;;;;
3381;8;;;;;;;
3382;9;;;;;;;
3383;10;;;;;;;
3384;11;;;;;;;
3385;12;;;;;;;
3386;13;;;;;;;
3387;0;;;;;;;
3388;1;;;;;;;
3389;2;;;;;;;
3390;3;;;;;;;
3391;4;;;;;;;
3392;5;;;;;;;
3393;6;;;;;;;
3394;7;;;;;;;
3395;8;;;;;;;
3396;9;;;;;;;
3397;10;;;;;;;
3398;11;;;;;;;
3399;12;;;;;;;
3400;13;;;;;;;
3401;0;;;;;;;
3402;1;;;;;;;
3403;2;;;;;;;
3404;3;;;;;;;
3405;4;;;;;;;
3406;5;;;;;;;
3407;6;;;;;;;
3408;7;;;;;;;
3409;8;;;;;;;
3410;9;;;;;;;
3411;10;;;;;;;
3412;11;;;;;;;
3413;12;;;;;;;
3414;13;;;;;;;
3415;0;;;;;;;
3416;1;;;;;;;
3417;2;;;;;;;
3418;3;;;;;;;
3419;4;;;;;;;
3420;5;;;;;;;
3421;6;;;;;;;
3422;7;;;;;;;
3423;8;;;;;;;
3424;9;;;;;;;
3425;10;;;;;;;
3426;11;;;;;;;
3427;12;;;;;;;
3428;13;;;;;;;
3429;0;;;;;;;
3430;1;;;;;;;
3431;2;;;;;;;
3432;3;;;;;;;
3433;4;;;;;;;
3434;5;;;;;;;
3435;6;;;;;;;
3436;7;;;;;;;
3437;8;;;;;;;
3438;9;;;;;;;
3439;10;;;;;;;
3440;11;;;;;;;
3441;12;;;;;;;
3442;13;;;;;;;
3443;0;;;;;;;
3444;1;;;;;;;
3445;2;;;;;;;
3446;3;;;;;;;
3447;4;;;;;;;
3448;5;;;;;;;
3449;6;;;;;;;
3450;7;;;;;;;
3451;8;;;;;;;
3452;9;;;;;;;
3453;10;;;;;;;
3454;11;;;;;;;
3455;12;;;;;;;
3456;13;;;;;;;
3457;0;;;;;;;
3458;1;;;;;;;
3459;2;;;;;;;
3460;3;;;;;;;
3461;4;;;;;;;
3462;5;;;;;;;
3463;6;;;;;;;
3464;7;;;;;;;
3465;8;;;;;;;
3466;9;;;;;;;
3467;10;;;;;;;
3468;11;;;;;;;
3469;12;;;;;;;
3470;13;;;;;;;
3471;0;;;;;;;
3472;1;;;;;;;
3473;2;;;;;;;
3474;3;;;;;;;
3475;4;;;;;;;
3476;5;;;;;;;
3477;6;;;;;;;
3478;7;;;;;;;
3479;8;;;;;;;
3480;9;;;;;;;
3481;10;;;;;;;
3482;11;;;;;;;
3483;12;;;;;;;
3484;13;;;;;;;
3485;0;;;;;;;
3486;1;;;;;;;
3487;2;;;;;;;
3488;3;;;;;;;
3489;4;;;;;;;
3490;5;;;;;;;
3491;6;;;;;;;
3492;7;;;;;;;
3493;8;;;;;;;
3494;9;;;;;;;
3495;10;;;;;;;
3496;11;;;;;;;
3497;12;;;;;;;
3498;13;;;;;;;
3499;0;;;;;;;
3500;1;;;;;;;
3501;2;;;;;;;
3502;3;;;;;;;
3503;4;;;;;;;
3504;5;;;;;;;
3505;6;;;;;;;
3506;7;;;;;;;
3507;8;;;;;;;
3508;9;;;;;;;
3509;10;;;;;;;
3510;11;;;;;;;
3511;12;;;;;;;
3512;13;;;;;;;
3513;0;;;;;;;
3514;1;;;;;;;
3515;2;;;;;;;
3516;3;;;;;;;
3517;4;;;;;;;
3518;5;;;;;;;
3519;6;;;;;;;
3520;7;;;;;;;
3521;8;;;;;;;
3522;9;;;;;;;
3523;10;;;;;;;
3524;11;;;;;;;
3525;12;;;;;;;
3526;13;;;;;;;
3527;0;;;;;;;
3528;1;;;;;;;
3529;2;;;;;;;
3530;3;;;;;;;
3531;4;;;;;;;
3532;5;;;;;;;
3533;6;;;;;;;
3534;7;;;;;;;
3535;8;;;;;;;
3536;9;;;;;;;
3537;10;;;;;;;
3538;11;;;;;;;
3539;12;;;;;;;
3540;13;;;;;;;
3541;0;;;;;;;
3542;1;;;;;;;
3543;2;;;;;;;
3544;3;;;;;;;
3545;4;;;;;;;
3546;5;;;;;;;
3547;6;;;;;;;
3548;7;;;;;;;
3549;8;;;;;;;
3550;9;;;;;;;
3551;10;;;;;;;
3552;11;;;;;;;
3553;12;;;;;;;
3554;13;;;;;;;
3555;0;;;;;;;
3556;1;;;;;;;
3557;2;;;;;;;
3558;3;;;;;;;
3559;4;;;;;;;
3560;5;;;;;;;
3561;6;;;;;;;
3562;7;;;;;;;
3563;8;;;;;;;
3564;9;;;;;;;
3565;10;;;;;;;
3566;11;;;;;;;
3567;12;;;;;;;
3568;13;;;;;;;
3569;0;;;;;;;
3570;1;;;;;;;
3571;2;;;;;;;
3572;3;;;;;;;
3573;4;;;;;;;
3574;5;;;;;;;
3575;6;;;;;;;
3576;7;;;;;;;
3577;8;;;;;;;
